com.samsung.health.step_count,1144003,6
speed,pkg_name,count,sample_position_type,time_offset,start_time,calorie,deviceuuid,custom,end_time,datauuid,distance,create_time,update_time
1.472222,com.sec.android.app.shealth,18,230002,3600000,28.11.2021 à 18:45:00,0.620000,3hCrv0rpUB,,28.11.2021 à 18:45:59,6bd1b25d-b523-0a27-7e8b-5985d7c3f485,13.400000,28.11.2021 à 18:45:59,28.11.2021 à 18:45:59,
1.694444,com.sec.android.app.shealth,62,230002,3600000,28.11.2021 à 19:02:00,2.100000,3hCrv0rpUB,,28.11.2021 à 19:02:59,c09b7549-7d6a-74f9-a3c8-a9efe934cf08,47.670000,28.11.2021 à 19:03:32,28.11.2021 à 19:03:32,
1.340409,com.sec.android.app.shealth,67,230002,3600000,28.11.2021 à 19:03:00,2.220000,3hCrv0rpUB,,28.11.2021 à 19:03:59,78073adf-c6e1-1038-92d2-59a96ccb63bf,50.460000,28.11.2021 à 19:03:32,28.11.2021 à 19:07:40,
1.277778,com.sec.android.app.shealth,28,230002,3600000,28.11.2021 à 19:04:00,0.930000,3hCrv0rpUB,,28.11.2021 à 19:04:59,bc2b52c4-8369-4bfe-43b3-50c90b184b36,20.680000,28.11.2021 à 19:07:40,28.11.2021 à 19:07:40,
1.638889,com.sec.android.app.shealth,28,230002,3600000,28.11.2021 à 19:05:00,0.940000,3hCrv0rpUB,,28.11.2021 à 19:05:59,e22a321e-83e9-22dc-2d9a-74a78e7b129c,22.170000,28.11.2021 à 19:07:40,28.11.2021 à 19:07:40,
1.361111,com.sec.android.app.shealth,38,230002,3600000,28.11.2021 à 19:06:00,1.290000,3hCrv0rpUB,,28.11.2021 à 19:06:59,e1bf1871-ab32-0195-bd13-d6e5fccd9a17,29.660000,28.11.2021 à 19:07:40,28.11.2021 à 19:07:40,
1.638889,com.sec.android.app.shealth,41,230002,3600000,28.11.2021 à 19:07:00,1.350000,3hCrv0rpUB,,28.11.2021 à 19:07:59,16bdda59-ca1e-94ae-e70c-1e6db4c24240,31.650000,28.11.2021 à 19:07:40,28.11.2021 à 19:07:40,
1.533333,com.sec.android.app.shealth,120,230002,3600000,28.11.2021 à 19:17:00,4.000000,3hCrv0rpUB,,28.11.2021 à 19:17:59,f8619676-2131-c658-ad61-6911648c7cf7,92.000000,28.11.2021 à 19:18:03,28.11.2021 à 19:18:03,
1.331915,com.sec.android.app.shealth,50,,3600000,28.11.2021 à 19:18:00,1.680630,NS2ZoYjFXt,,28.11.2021 à 19:19:00,16381234-0000-0000-0000-381234800000,37.270210,28.11.2021 à 22:12:25,28.11.2021 à 22:12:25,
1.278641,com.sec.android.app.shealth,76,,3600000,28.11.2021 à 19:19:00,2.723138,NS2ZoYjFXt,,28.11.2021 à 19:20:00,16381235-0000-0000-0000-381235400000,57.838535,28.11.2021 à 22:12:25,28.11.2021 à 22:12:25,
1.370881,com.sec.android.app.shealth,29,,3600000,28.11.2021 à 19:20:00,1.143215,NS2ZoYjFXt,,28.11.2021 à 19:21:00,16381236-0000-0000-0000-381236000000,25.040001,28.11.2021 à 22:12:25,28.11.2021 à 22:12:25,
0.682435,com.sec.android.app.shealth,10,,3600000,28.11.2021 à 20:12:00,0.329100,NS2ZoYjFXt,,28.11.2021 à 20:13:00,16381267-0000-0000-0000-381267200000,5.721341,28.11.2021 à 22:12:25,28.11.2021 à 22:12:25,
0.968972,com.sec.android.app.shealth,1,,3600000,28.11.2021 à 20:13:00,0.000000,NS2ZoYjFXt,,28.11.2021 à 20:14:00,16381267-0000-0000-0000-381267800000,0.218659,28.11.2021 à 22:12:25,28.11.2021 à 22:12:25,
0.944377,com.sec.android.app.shealth,17,,3600000,28.11.2021 à 20:17:00,0.446855,NS2ZoYjFXt,,28.11.2021 à 20:18:00,16381270-0000-0000-0000-381270200000,9.180000,28.11.2021 à 22:12:25,28.11.2021 à 22:12:25,
0.905863,com.sec.android.app.shealth,13,,3600000,28.11.2021 à 20:28:00,0.435590,NS2ZoYjFXt,,28.11.2021 à 20:29:00,16381276-0000-0000-0000-381276800000,8.450000,28.11.2021 à 22:12:25,28.11.2021 à 22:12:25,
0.978459,com.sec.android.app.shealth,25,,3600000,28.11.2021 à 20:29:00,0.913649,NS2ZoYjFXt,,28.11.2021 à 20:30:00,16381277-0000-0000-0000-381277400000,17.853125,28.11.2021 à 22:12:25,28.11.2021 à 22:12:25,
1.085649,com.sec.android.app.shealth,86,,3600000,28.11.2021 à 20:30:00,3.037548,NS2ZoYjFXt,,28.11.2021 à 20:31:00,16381278-0000-0000-0000-381278000000,61.240479,28.11.2021 à 22:12:25,28.11.2021 à 22:12:25,
1.376043,com.sec.android.app.shealth,86,,3600000,28.11.2021 à 20:31:00,2.992947,NS2ZoYjFXt,,28.11.2021 à 20:32:00,16381278-0000-0000-0000-381278600000,64.747330,28.11.2021 à 22:12:25,28.11.2021 à 22:12:25,
1.202710,com.sec.android.app.shealth,33,,3600000,28.11.2021 à 20:32:00,1.102882,NS2ZoYjFXt,,28.11.2021 à 20:33:00,16381279-0000-0000-0000-381279200000,23.559065,28.11.2021 à 22:12:25,28.11.2021 à 22:12:25,
1.599139,com.sec.android.app.shealth,16,,3600000,28.11.2021 à 20:43:00,0.567443,NS2ZoYjFXt,,28.11.2021 à 20:44:00,16381285-0000-0000-0000-381285800000,13.930000,28.11.2021 à 22:12:25,28.11.2021 à 22:12:25,
1.410540,com.sec.android.app.shealth,56,230002,3600000,28.11.2021 à 19:18:00,1.930000,3hCrv0rpUB,,28.11.2021 à 19:18:59,f498ec20-360c-f59e-44d9-ac3494772049,42.840000,28.11.2021 à 19:18:03,28.11.2021 à 19:19:49,
1.361111,com.sec.android.app.shealth,74,230002,3600000,28.11.2021 à 19:19:00,2.620000,3hCrv0rpUB,,28.11.2021 à 19:19:59,5d153985-b551-7589-8f09-d436d31868db,55.530000,28.11.2021 à 19:19:49,28.11.2021 à 19:19:49,
1.370497,com.sec.android.app.shealth,54,230002,3600000,28.11.2021 à 19:20:00,1.900000,3hCrv0rpUB,,28.11.2021 à 19:20:59,cbc133bf-12bf-9b7b-e122-47775fd86fed,40.470000,28.11.2021 à 19:20:26,28.11.2021 à 19:23:33,
1.416667,com.sec.android.app.shealth,7,230002,3600000,28.11.2021 à 19:22:00,0.240000,3hCrv0rpUB,,28.11.2021 à 19:22:59,e05f5ffc-cdfd-f497-ca80-87d2644e55e2,5.390000,28.11.2021 à 19:23:33,28.11.2021 à 19:23:33,
1.527778,com.sec.android.app.shealth,18,230002,3600000,28.11.2021 à 19:40:00,0.610000,3hCrv0rpUB,,28.11.2021 à 19:40:59,f3878b04-431a-2b0e-77c9-a82ab67c1ab0,13.550000,28.11.2021 à 19:45:36,28.11.2021 à 19:45:36,
2.504554,com.sec.android.app.shealth,15,230002,3600000,28.11.2021 à 20:07:00,0.520000,3hCrv0rpUB,,28.11.2021 à 20:07:59,bafe44d7-840d-a916-ec80-ad665f19a9e8,12.570000,28.11.2021 à 20:07:02,28.11.2021 à 20:07:04,
1.364239,com.sec.android.app.shealth,36,230002,3600000,28.11.2021 à 20:27:00,1.240000,3hCrv0rpUB,,28.11.2021 à 20:27:59,4b952099-e14e-8e24-8d1e-82c9332ed6bc,27.050000,28.11.2021 à 20:27:49,28.11.2021 à 20:28:13,
1.388889,com.sec.android.app.shealth,18,230002,3600000,28.11.2021 à 20:28:00,0.660000,3hCrv0rpUB,,28.11.2021 à 20:28:59,a7715477-5bae-6cd3-6efe-5bad4d25ca30,13.760000,28.11.2021 à 20:28:13,28.11.2021 à 20:28:13,
1.333333,com.sec.android.app.shealth,30,230002,3600000,28.11.2021 à 20:29:00,1.090000,3hCrv0rpUB,,28.11.2021 à 20:29:59,fc321b8b-6904-f7a6-916a-60e9bf8a0a21,23.260000,28.11.2021 à 20:30:09,28.11.2021 à 20:30:09,
1.417410,com.sec.android.app.shealth,80,230002,3600000,28.11.2021 à 20:30:00,2.680000,3hCrv0rpUB,,28.11.2021 à 20:30:59,32aacffa-215e-8fa6-4207-f62e872fc959,61.330000,28.11.2021 à 20:30:09,28.11.2021 à 20:31:43,
1.350456,com.sec.android.app.shealth,93,230002,3600000,28.11.2021 à 20:31:00,3.430000,3hCrv0rpUB,,28.11.2021 à 20:31:59,b9ad34fe-5d79-18b9-46d2-e00d129e7f3b,69.690000,28.11.2021 à 20:31:43,28.11.2021 à 20:32:54,
1.416667,com.sec.android.app.shealth,37,230002,3600000,28.11.2021 à 20:32:00,1.220000,3hCrv0rpUB,,28.11.2021 à 20:32:59,6aeada2f-e81b-b55a-4435-0d821678a032,28.340000,28.11.2021 à 20:32:54,28.11.2021 à 20:32:54,
2.222222,com.sec.android.app.shealth,24,230002,3600000,28.11.2021 à 20:44:00,0.840000,3hCrv0rpUB,,28.11.2021 à 20:44:59,6ddc3bb5-af91-47a9-df01-06fc4249063b,19.560000,28.11.2021 à 20:45:32,28.11.2021 à 20:45:32,
1.602091,com.sec.android.app.shealth,41,230002,3600000,28.11.2021 à 20:45:00,1.410000,3hCrv0rpUB,,28.11.2021 à 20:45:59,ac5f7441-c86b-61bc-fac3-b5459a623a99,31.430000,28.11.2021 à 20:45:32,28.11.2021 à 20:45:34,
0.587370,com.sec.android.app.shealth,11,,3600000,28.11.2021 à 20:44:00,0.456574,NS2ZoYjFXt,,28.11.2021 à 20:45:00,16381286-0000-0000-0000-381286400000,7.310000,29.11.2021 à 09:08:33,29.11.2021 à 09:08:33,
0.844359,com.sec.android.app.shealth,30,,3600000,29.11.2021 à 08:09:00,1.392000,NS2ZoYjFXt,,29.11.2021 à 08:10:00,16381697-0000-0000-0000-381697400000,26.030001,29.11.2021 à 09:08:33,29.11.2021 à 09:08:33,
1.753320,com.sec.android.app.shealth,31,,3600000,29.11.2021 à 08:47:00,1.139119,NS2ZoYjFXt,,29.11.2021 à 08:48:00,16381720-0000-0000-0000-381720200000,27.559999,29.11.2021 à 09:08:40,29.11.2021 à 09:08:40,
1.305556,com.sec.android.app.shealth,19,230002,3600000,28.11.2021 à 23:34:00,0.670000,3hCrv0rpUB,,28.11.2021 à 23:34:59,c41e5ef0-4f4f-6e6e-9084-8681ef5a2b13,13.820000,28.11.2021 à 23:34:20,28.11.2021 à 23:34:20,
1.306241,com.sec.android.app.shealth,35,230002,3600000,28.11.2021 à 23:38:00,1.220000,3hCrv0rpUB,,28.11.2021 à 23:38:59,cbb83514-2cdc-3f20-a863-aa75d4d0b764,25.200000,28.11.2021 à 23:38:53,28.11.2021 à 23:39:14,
1.682294,com.sec.android.app.shealth,60,230002,3600000,28.11.2021 à 23:39:00,2.050000,3hCrv0rpUB,,28.11.2021 à 23:39:59,10fa8a7b-74eb-730b-789c-863191ab7f67,47.080000,28.11.2021 à 23:39:14,28.11.2021 à 23:39:59,
1.722222,com.sec.android.app.shealth,3,230002,3600000,28.11.2021 à 23:40:00,0.100000,3hCrv0rpUB,,28.11.2021 à 23:40:59,1fb21b5d-9c6f-efae-2d93-973785f0113d,2.400000,28.11.2021 à 23:40:00,28.11.2021 à 23:40:03,
1.444444,com.sec.android.app.shealth,6,230002,3600000,29.11.2021 à 09:08:00,0.180000,3hCrv0rpUB,,29.11.2021 à 09:08:59,12a0bd84-49f0-1cb5-f2ca-05cb73a64358,4.620000,29.11.2021 à 09:08:40,29.11.2021 à 09:08:40,
1.001173,com.sec.android.app.shealth,25,,3600000,29.11.2021 à 09:10:00,0.772447,NS2ZoYjFXt,,29.11.2021 à 09:11:00,16381734-0000-0000-0000-381734000000,15.390000,29.11.2021 à 10:00:58,29.11.2021 à 10:00:58,
1.111087,com.sec.android.app.shealth,11,,3600000,29.11.2021 à 09:13:00,0.330412,NS2ZoYjFXt,,29.11.2021 à 09:14:00,16381735-0000-0000-0000-381735800000,7.567245,29.11.2021 à 10:00:58,29.11.2021 à 10:00:58,
0.955997,com.sec.android.app.shealth,38,,3600000,29.11.2021 à 09:14:00,1.300734,NS2ZoYjFXt,,29.11.2021 à 09:15:00,16381736-0000-0000-0000-381736400000,25.432755,29.11.2021 à 10:00:58,29.11.2021 à 10:00:58,
1.321641,com.sec.android.app.shealth,10,,3600000,29.11.2021 à 09:15:00,0.309558,NS2ZoYjFXt,,29.11.2021 à 09:16:00,16381737-0000-0000-0000-381737000000,7.300000,29.11.2021 à 10:00:58,29.11.2021 à 10:00:58,
1.580613,com.sec.android.app.shealth,64,,3600000,29.11.2021 à 09:16:00,2.391160,NS2ZoYjFXt,,29.11.2021 à 09:17:00,16381737-0000-0000-0000-381737600000,54.510971,29.11.2021 à 10:00:58,29.11.2021 à 10:00:58,
1.943360,com.sec.android.app.shealth,118,,3600000,29.11.2021 à 09:17:00,4.844934,NS2ZoYjFXt,,29.11.2021 à 09:18:00,16381738-0000-0000-0000-381738200000,116.389328,29.11.2021 à 10:00:58,29.11.2021 à 10:00:58,
1.804247,com.sec.android.app.shealth,119,,3600000,29.11.2021 à 09:18:00,4.578186,NS2ZoYjFXt,,29.11.2021 à 09:19:00,16381738-0000-0000-0000-381738800000,108.034607,29.11.2021 à 10:00:58,29.11.2021 à 10:00:58,
1.871482,com.sec.android.app.shealth,121,,3600000,29.11.2021 à 09:19:00,4.786891,NS2ZoYjFXt,,29.11.2021 à 09:20:00,16381739-0000-0000-0000-381739400000,112.797234,29.11.2021 à 10:00:58,29.11.2021 à 10:00:58,
1.008312,com.sec.android.app.shealth,42,,3600000,29.11.2021 à 09:20:00,1.758769,NS2ZoYjFXt,,29.11.2021 à 09:21:00,16381740-0000-0000-0000-381740000000,34.317856,29.11.2021 à 10:00:58,29.11.2021 à 10:00:58,
1.430941,com.sec.android.app.shealth,79,,3600000,29.11.2021 à 09:41:00,3.076803,NS2ZoYjFXt,,29.11.2021 à 09:42:00,16381752-0000-0000-0000-381752600000,67.387894,29.11.2021 à 10:00:58,29.11.2021 à 10:00:58,
0.985961,com.sec.android.app.shealth,26,,3600000,29.11.2021 à 09:42:00,1.020041,NS2ZoYjFXt,,29.11.2021 à 09:43:00,16381753-0000-0000-0000-381753200000,19.912107,29.11.2021 à 10:00:58,29.11.2021 à 10:00:58,
0.855768,com.sec.android.app.shealth,20,,3600000,29.11.2021 à 09:45:00,0.748333,NS2ZoYjFXt,,29.11.2021 à 09:46:00,16381755-0000-0000-0000-381755000000,14.060000,29.11.2021 à 10:00:58,29.11.2021 à 10:00:58,
1.190077,com.sec.android.app.shealth,32,,3600000,29.11.2021 à 09:57:00,1.325624,NS2ZoYjFXt,,29.11.2021 à 09:58:00,16381762-0000-0000-0000-381762200000,27.660000,29.11.2021 à 10:00:58,29.11.2021 à 10:00:58,
1.339691,com.sec.android.app.shealth,16,,3600000,29.11.2021 à 09:58:00,0.624983,NS2ZoYjFXt,,29.11.2021 à 09:59:00,16381762-0000-0000-0000-381762800000,13.684495,29.11.2021 à 10:00:58,29.11.2021 à 10:00:58,
1.063714,com.sec.android.app.shealth,58,,3600000,29.11.2021 à 09:59:00,2.355277,NS2ZoYjFXt,,29.11.2021 à 10:00:00,16381763-0000-0000-0000-381763400000,47.015507,29.11.2021 à 10:43:32,29.11.2021 à 10:43:32,
1.224854,com.sec.android.app.shealth,57,,3600000,29.11.2021 à 10:40:00,2.233111,NS2ZoYjFXt,,29.11.2021 à 10:41:00,16381788-0000-0000-0000-381788000000,47.538696,29.11.2021 à 10:43:32,29.11.2021 à 10:43:32,
1.368957,com.sec.android.app.shealth,103,,3600000,29.11.2021 à 10:41:00,3.743518,NS2ZoYjFXt,,29.11.2021 à 10:42:00,16381788-0000-0000-0000-381788600000,81.364723,29.11.2021 à 10:43:32,29.11.2021 à 10:43:32,
0.203234,com.sec.android.app.shealth,8,,3600000,29.11.2021 à 10:42:00,0.587959,NS2ZoYjFXt,,29.11.2021 à 10:43:00,16381789-0000-0000-0000-381789200000,4.876580,29.11.2021 à 10:56:46,29.11.2021 à 10:56:46,
1.549049,com.sec.android.app.shealth,70,,3600000,29.11.2021 à 10:54:00,2.564190,NS2ZoYjFXt,,29.11.2021 à 10:55:00,16381796-0000-0000-0000-381796400000,58.853806,29.11.2021 à 10:56:46,29.11.2021 à 10:56:46,
1.638219,com.sec.android.app.shealth,114,,3600000,29.11.2021 à 10:55:00,4.332027,NS2ZoYjFXt,,29.11.2021 à 10:56:00,16381797-0000-0000-0000-381797000000,98.499268,29.11.2021 à 10:56:46,29.11.2021 à 10:56:46,
1.665330,com.sec.android.app.shealth,116,,3600000,29.11.2021 à 10:56:00,4.238730,NS2ZoYjFXt,,29.11.2021 à 10:57:00,16381797-0000-0000-0000-381797600000,97.506714,29.11.2021 à 11:46:30,29.11.2021 à 11:46:30,
0.773928,com.sec.android.app.shealth,33,,3600000,29.11.2021 à 10:57:00,1.279219,NS2ZoYjFXt,,29.11.2021 à 10:58:00,16381798-0000-0000-0000-381798200000,22.850212,29.11.2021 à 11:46:30,29.11.2021 à 11:46:30,
0.151321,com.sec.android.app.shealth,1,,3600000,29.11.2021 à 10:58:00,0.119381,NS2ZoYjFXt,,29.11.2021 à 10:59:00,16381798-0000-0000-0000-381798800000,0.850000,29.11.2021 à 11:46:30,29.11.2021 à 11:46:30,
1.101710,com.sec.android.app.shealth,14,,3600000,29.11.2021 à 11:07:00,0.438111,NS2ZoYjFXt,,29.11.2021 à 11:08:00,16381804-0000-0000-0000-381804200000,8.960000,29.11.2021 à 11:46:30,29.11.2021 à 11:46:30,
1.660877,com.sec.android.app.shealth,16,,3600000,29.11.2021 à 11:12:00,0.583495,NS2ZoYjFXt,,29.11.2021 à 11:13:00,16381807-0000-0000-0000-381807200000,14.310596,29.11.2021 à 11:46:30,29.11.2021 à 11:46:30,
1.444444,com.sec.android.app.shealth,23,230002,3600000,29.11.2021 à 09:10:00,0.790000,3hCrv0rpUB,,29.11.2021 à 09:10:59,53d4accb-2fb9-07ba-aef6-52db139977fe,17.330000,29.11.2021 à 09:11:56,29.11.2021 à 09:11:56,
1.833333,com.sec.android.app.shealth,39,230002,3600000,29.11.2021 à 09:11:00,1.330000,3hCrv0rpUB,,29.11.2021 à 09:11:59,13a81233-98ba-87c4-bf4e-a5a925b960de,31.300000,29.11.2021 à 09:11:56,29.11.2021 à 09:11:56,
1.222222,com.sec.android.app.shealth,16,230002,3600000,29.11.2021 à 09:13:00,0.550000,3hCrv0rpUB,,29.11.2021 à 09:13:59,a27432c8-242e-0a20-5630-6f567a93a9e4,11.980000,29.11.2021 à 09:14:49,29.11.2021 à 09:14:49,
1.250000,com.sec.android.app.shealth,50,230002,3600000,29.11.2021 à 09:14:00,1.710000,3hCrv0rpUB,,29.11.2021 à 09:14:59,73c2db59-760a-7495-ea1a-61a0bc2c875e,36.860000,29.11.2021 à 09:14:49,29.11.2021 à 09:14:49,
1.444444,com.sec.android.app.shealth,16,230002,3600000,29.11.2021 à 09:15:00,0.560000,3hCrv0rpUB,,29.11.2021 à 09:15:59,93e717ee-ffc1-abb7-5ca2-b522ef49a014,11.980000,29.11.2021 à 09:19:53,29.11.2021 à 09:19:53,
1.444444,com.sec.android.app.shealth,68,230002,3600000,29.11.2021 à 09:16:00,2.210000,3hCrv0rpUB,,29.11.2021 à 09:16:59,260024bb-bb77-659d-589f-73a7cdfc53bc,52.180000,29.11.2021 à 09:19:53,29.11.2021 à 09:19:53,
1.593667,com.sec.android.app.shealth,122,230002,3600000,29.11.2021 à 09:17:00,3.660000,3hCrv0rpUB,,29.11.2021 à 09:17:59,d3baa567-7240-1822-fd6c-a7aa695868d2,95.620000,29.11.2021 à 09:19:53,29.11.2021 à 09:19:53,
1.593333,com.sec.android.app.shealth,122,230002,3600000,29.11.2021 à 09:18:00,3.660000,3hCrv0rpUB,,29.11.2021 à 09:18:59,4cc98482-573c-396c-a8a9-46a8d865fbde,95.600000,29.11.2021 à 09:19:53,29.11.2021 à 09:19:53,
1.558515,com.sec.android.app.shealth,120,230002,3600000,29.11.2021 à 09:19:00,3.720000,3hCrv0rpUB,,29.11.2021 à 09:19:59,2103cb40-0839-805d-fca1-e1871ff361d3,93.890000,29.11.2021 à 09:19:53,29.11.2021 à 09:22:17,
1.250000,com.sec.android.app.shealth,50,230002,3600000,29.11.2021 à 09:20:00,1.700000,3hCrv0rpUB,,29.11.2021 à 09:20:59,d34b2af4-7ba2-e93f-9eaf-9eae2dc90691,36.990000,29.11.2021 à 09:22:17,29.11.2021 à 09:22:17,
1.361111,com.sec.android.app.shealth,68,230002,3600000,29.11.2021 à 09:41:00,2.380000,3hCrv0rpUB,,29.11.2021 à 09:41:59,3d154127-ccaf-3e66-3c63-43b6800c6639,51.190000,29.11.2021 à 09:55:01,29.11.2021 à 09:55:01,
1.111111,com.sec.android.app.shealth,23,230002,3600000,29.11.2021 à 09:42:00,0.830000,3hCrv0rpUB,,29.11.2021 à 09:42:59,3430b049-114e-1cef-98db-7de6bc2a2dee,16.510000,29.11.2021 à 09:55:01,29.11.2021 à 09:55:01,
1.333333,com.sec.android.app.shealth,34,230002,3600000,29.11.2021 à 09:45:00,1.160000,3hCrv0rpUB,,29.11.2021 à 09:45:59,09f3ac95-c35a-5e8b-984b-95f346d8d127,25.100000,29.11.2021 à 09:55:01,29.11.2021 à 09:55:01,
1.222222,com.sec.android.app.shealth,29,230002,3600000,29.11.2021 à 09:54:00,1.020000,3hCrv0rpUB,,29.11.2021 à 09:54:59,7d9f3028-d176-39e6-15ce-b5a451b8d2ee,20.640000,29.11.2021 à 09:55:01,29.11.2021 à 09:55:01,
1.138889,com.sec.android.app.shealth,15,230002,3600000,29.11.2021 à 09:57:00,0.530000,3hCrv0rpUB,,29.11.2021 à 09:57:59,412aa027-d74d-80dd-bb6a-25e0fdd08982,11.040000,29.11.2021 à 09:59:51,29.11.2021 à 09:59:51,
1.111111,com.sec.android.app.shealth,19,230002,3600000,29.11.2021 à 09:58:00,0.690000,3hCrv0rpUB,,29.11.2021 à 09:58:59,3b8e3591-ea40-d27e-614e-9d6ae8fc5878,13.750000,29.11.2021 à 09:59:51,29.11.2021 à 09:59:51,
1.113256,com.sec.android.app.shealth,58,230002,3600000,29.11.2021 à 09:59:00,2.100000,3hCrv0rpUB,,29.11.2021 à 09:59:59,5fdabf75-8ddb-5730-8f47-8435642704a4,42.100000,29.11.2021 à 09:59:51,29.11.2021 à 09:59:51,
1.865940,com.sec.android.app.shealth,18,230002,3600000,29.11.2021 à 10:39:00,0.620000,3hCrv0rpUB,,29.11.2021 à 10:39:59,91bf0c9a-2958-c55d-46e7-cb7f59987749,13.980000,29.11.2021 à 10:39:56,29.11.2021 à 10:40:00,
